title,industry,company,city,state,zipcode,payLow,payHigh,payType,description
Provider Growth (Sales) Associate at Mental Health Tech Star...,retail,Grow Therapy,Remote,null,null,20,25,hour,Most independent providers wonΓÇÖt accept insurance because of the significant administrative burden.We do this two-fold: first by dramatically simplifying theΓÇª
Grocery Clerk,retail,New Seasons Market,Portland,OR,null,16.25,18.57,hour,Work requires use of and working in proximity to common commercial cleaning agents.Performs janitorial tasks in compliance with sanitation standardsΓÇª
Spa Receptionist,retail,Citron Spa,Providence,RI,2906,14,14,hour,Ensure that all Citron Spa standards for hygiene and cleanliness are consistently maintained in accordance with our sanitation policy.Why Work for Citron Spa?
Retail Associate,retail,Ross Dress for Less Clackamas,Happy Valley,OR,null,14,15,hour,The Associate makes eye contact smiles and greets all Customers in a courteous and friendly manner treats fellow Associates with respect efficiently followsΓÇª
Overnight Stock Crew +1,retail,Nugget Market Inc.,Roseville,CA,95747,18,18,hour,"This position suits someone with experience working in a fast paced and physical environment that can have our store ""Grand Opening"" ready every morning."
Cashier Position Full time,retail,New Balance,Albuquerque,NM,87112,12,15,hour,Cashier position in a full service retail athletic shoe store.Inside sales and customer service in a full service retail athletic shoe store.
Retail Sales Associate,retail,Arrow Marketing LLC,Fall River,MA,null,1000,1500,week,Arrow Marketing was founded in 1995 and has grown to become one of the nation's largest sales and marketing companies.Must be 18 years and older.
Part Time Sales-Pine Bluff Shopping Center,retail,rue21,Pine Bluff,AR,71603,0,0,null,Part-Time Sales Associates work a schedule reflective of availability established at the time of hire with the ability to increase hours based on businessΓÇª
Sales Associate (Full Time) - $14 Per Hour,retail,McCoy's Building Supply,Aransas Pass,TX,78336,14,14,hour,May assist with other assigned job duties and responsibilities in the store or as requested by management Attends and participates in all store meetingsΓÇª
Part-Time Sales,retail,Menards,Danville,IL,61834,16,16,hour,Welcoming and greeting Customers throughout the store helping Customers find the products they need for their project and assisting with keeping our storeΓÇª
RETAIL SALES ASSOCIATE - COMPUTER SYSTEMS,retail,Micro Center,Madison Hts,MI,48071,0,0,null,Shifts include hours before and after the store is open to the public and may also include mornings nights weekends and holidays.
Aerie - Sr Brand Ambassador (Sr Sales Associate) - US,retail,American Eagle Outfitters,Glendale,AZ,null,0,0,null,Your goal is to provide everyone who comes in the store with an amazing shopping experience making their day better than before they came in.
Cashier,retail,Belletetes,Jaffrey,NH,null,0,0,null,Belletetes is looking for a full-time cashier to work in our Jaffrey store.Are you friendly outgoing and enjoy meeting new people?
Converse Mebane Retail Sales Associate Part-Time Under,retail,Converse,Mebane,NC,27302,15,15,hour,Support superior standards around store cleanliness and store safety.Flexible with scheduling and available to work retail hours which may include dayΓÇª
Cashier / Greenhouse Worker,retail,Quality Flowers and Plants,Millcreek,UT,84106,0,21,hour,Able to follow instructions stay focused and work through teamwork.Moving plants setting up displays planting flowers etc...
Cashier,retail,Albertsons,Baton Rouge,LA,70817,10.65,13.6,hour,Reports policy violations to store management.Assists customers with promotional items and items available at the check stand and product location throughoutΓÇª
Cashier/Customer Service,retail,Smiths Food And Drug,Pleasant Grove,UT,84062,13.75,17.75,hour,Follow procedures to limit shrink such as but not limited to: checking for bottom of basket scanning all items to ensure proper balance on hand avoid manualΓÇª
Smoke Shop Cashier,retail,Puffster,Wilmington,DE,null,14,15,hour,Applicants must be 21+ by law for this job.\*\*\* Applicants MUST have a strong personal interest in smoke/vape/hemp items.
Cashier,retail,Tend,New York,NY,null,18,27,hour,Hold a valid driver's license.In compliance with federal law all persons hired will be required to verify identity and eligibility to work in the UnitedΓÇª
Retail Team Member,retail,Cloud Cannabis Co.,New Baltimore,MI,48047,From,From,an,Maintain visually appealing and effective displays.Collaborate with management and staff to ensure the delivery of efficient high-quality service.
Store Retail Associate,retail,USNMF,Washington,DC,20004,17,20,hour,In addition you assist the Leadership Team with achieving sales goals daily store operations maintaining the sales floor and displays stocking and storeΓÇª
Stock and Yard Person,retail,Farm & Home Hardware,Ashland,OH,44805,10,16,hour,This position requires a clean driving record and the ability for us to add you to our insurance as you will part of our delivery team.
Stocker,retail,CGI STORES LLC,Houston,TX,77069,0,0,null,null
Part Time Retail Cast Member - Arribas Brothers at Walt Disn...,retail,Arribas Brothers Co. Inc. at Disney World,Lake Buena,FL,null,13,16,hour,Some locations are involved in artistic experiences and helping guests create their own art.They need to be able to work closings as well as regularly workΓÇª
Cashier/Customer Service Gas Station,retail,Confidential,Simi Valley,CA,93065,16,18,hour,You will be responsible for selling products merchandise and services in a retail setting.Welcome and identify customer needs.PART TIME or FULL TIME.
Customer Service Associate,retail,The Sole Group,Hilliard,OH,43026,5346,5564,month,Welcome customers into our store establish their needs and wants and give them a product and/or service quote.Finalized transactions through POS device.
Cashier,retail,Goodwill of the Olympics and Rainier Region,Shelton,WA,98584,14.49,14.49,hour,Maintaining shelf stock; stocking the sales floor as needed and directed by store management.Maintain a safe/clean and well-merchandised store.
Bookseller,retail,Half Price Books Records Magazines Inc.,Watauga,TX,76148,0,0,null,In addition to the pleasure of working at a great place with great people and getting paid for it you'll receive a compensation package that is enhanced byΓÇª
Customer Service Associate,retail,The Sole Group,Hilliard,OH,43026,5346,5564,month,Welcome customers into our store establish their needs and wants and give them a product and/or service quote.Finalized transactions through POS device.
Cashier,retail,Goodwill of the Olympics and Rainier Region,Shelton,WA,98584,14.49,14.49,hour,Maintaining shelf stock; stocking the sales floor as needed and directed by store management.Maintain a safe/clean and well-merchandised store.
Bookseller,retail,Half Price Books Records Magazines Inc.,Watauga,TX,76148,0,0,null,In addition to the pleasure of working at a great place with great people and getting paid for it you'll receive a compensation package that is enhanced byΓÇª
PINK Manager - Dover - Dover DE,retail,Victoria's Secret,Dover,DE,19901,From,From,an,All leaders are expected to follow all company policy/procedures and execute opening/closing of the store.Direct Reports as assigned (based on store volume):ΓÇª
Curbside Curbie,retail,HEB,Humble,TX,77346,12,12,hour,* It is the responsibility of each individual Partner to never lift beyond their own safe lifting limit.Gathers baskets and picks up trash inside and outsideΓÇª
Sales / Brand Ambassador,retail,Infinity Acquisition,Jackson,MS,null,585,850,week,Our local territory is located in the *Jackson area* handling clientΓÇÖs customer service and marketing acquisition on a one-on-one basis with potential customersΓÇª
Retail Sales,retail,Hung Phat USA,San Jose,CA,95122,3000,6500,month,Salary commission and bonus starts from $3000.00 - $6500.00 PLUS/mo.Ability to work on a flexible schedule based on business needs which include weekendsΓÇª
Retail Sales Consultant (ND-Watford City),retail,VICTRA (ABC Phones of North Carolina),Watford City,ND,58854,15,30,hour,All Sales Consultants are required to attend and successfully complete a 4-day New Hire University (NHU) training program within 2 weeks of their official startΓÇª
